titel,name,email,zugang,quelle,status,link
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Grundrechenarten & Zins- und Prozentrechnung),Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,beratung@bfz.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://www.bfz.de/r/ibb?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-C-6
Tourismuskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-tourismuskauffrau-tourimuskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine IT-Umschulung - Intensiver Grundlagenaufbau und Vorbereitung der IT-Grundlagenfächer,NH Schulungscenter für IT und Business GmbH,beratung@nh-mitte.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-e-4002?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4002-2_NEWHORIZONS
Berufsfachschule 2-jährig - FHR Wirtschaft und Verwaltung,Berufskolleg St. Michael,info@bkstm.de,<p>Mittlerer Schulabschluss (FOR)<br/>oder<br/>Berechtigung zum Besuch der gymnasialen Oberstufe</p>,bildungsanbieter,not sent,http://www.berufskolleg-st-michael.de
Vorbereitungskurs auf eine Umschulung/Ausbildung im IT-Bereich,IAL Institut für angewandte Logistik GmbH,bloehdorn@ial.de,<p>Persönliches Beratungsgespräch. Motivation und Interessen an der IT.</p>,bildungsanbieter,not sent,https://www.ial.de/kursliste/vorbereitungskurs-im-it-bereich/
"Kaufmann, Kauffrau im Einzelhandel - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-einzelhandel/?utm_campaign=weiterbildung&utm_source=kursnet
Fachinformatiker Systemintegration - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung oder ausreichende Berufspraxis im kaufmännischen oder im gewerblich-technischen Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium sowie Rehabilitanden:innen aus unterschiedlichen Berufsbereichen.</li><li> Affinität für den IT-Bereich.</li><li> Analytisches Denkvermögen wünschenswert.</li><li> Deutsch in Wort und Schrift.</li><li> Grundkenntnisse in Englisch.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgesprächs ist mit &quot;gut geeignet&quot; zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten sowie ggf. eines zusätzlichen schriftlichen Eignungstests im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-systemintegration/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine IT-Umschulung - mit Schwerpunkt auf den drei IT-Grundlagenfächern, für Quereinsteiger mit vorbereitendem Grundlagenmodul",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-E-4003-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-E-4003-2
Fachpraktiker*in Küche,CJD Kirchheim/ Teck,connie.siegel-hiesserer@cjd.de,<p>Nur über Berufsberater der Agentur für Arbeit oder über andere Reha-Träger</p>,bildungsanbieter,not sent,https://www.cjd-kirchheim.de
Sport- und Fitnesskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-sport-fitnesskauffrau-fitnesskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Fachinformatiker Systemintegration - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung oder ausreichende Berufspraxis im kaufmännischen oder im gewerblich-technischen Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium sowie Rehabilitanden:innen aus unterschiedlichen Berufsbereichen.</li><li> Affinität für den IT-Bereich.</li><li> Analytisches Denkvermögen wünschenswert.</li><li> Deutsch in Wort und Schrift.</li><li> Grundkenntnisse in Englisch.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgesprächs ist mit &quot;gut geeignet&quot; zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten sowie ggf. eines zusätzlichen schriftlichen Eignungstests im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-systemintegration/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt Sprachfestigung auf Englisch A2/ B1-Niveau",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Sprachniveau B1.1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-S-4045-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-S-4045-1
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Zusatzqualifikation Demenz verstehen",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Teilnehmende sollten soziale Kompetenz, Empathie-Fähigkeit, hohe Belastbarkeit sowie Wahrnehmungsfähigkeit und Beobachtungsgabe aufweisen. Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hierbei finden Sie heraus, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Kenntnisse sind unbedingt sicherzustellen. Die Deutschkenntnisse sollten sich auf muttersprachlichem Niveau bewegen (mind. Niveau B2 - ggf. Einstufungstest).</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-7120?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-7120
Nachprüfungsvorbereitung der Umschulung Masseurin und medizinischer Bademeister (w/m/d),WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-masseur-bademeister/
Technische Hilfskraft für den IT-Bereich inklusive technischem Englisch,GFN GmbH,kursnet-beratung@gfn.de,<ul><li>Gute Deutschkenntnisse</li><li>Ausreichende Englischkenntnisse</li><li>Grundkenntnisse in Microsoft Office und Erfahrungen mit Internet-Browsern</li><li>Teilnahme an einem unverbindlichen Beratungsgespräch</li></ul>,bildungsanbieter,not sent,https://www.gfn.de/esther/?itn=KN-V546-30&utm_source=kursnet&utm_medium=portal&utm_campaign=KN-LINK-MOD&utm_term=Heidelberg&utm_content=KN-V546-30
IT-System-Elektroniker/-in,Oberlinhaus Berufsbildung gGmbH,ellen.kuhnt@oberlinhaus.de,keine Angabe,bildungsanbieter,not sent,
Nachprüfungsvorbereitung der Umschulung Industriekaufmann/-frau,WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-industriekaufmann/
Seniorenbetreuer/in mit interkulturellen Kompetenzen inkl. Betreuungskraft nach § 53b SGB XI,cpi consulting + training GmbH,anfrage@cpi.de,"<ul><li> Abgeschlossene Ausbildung oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung.</li><li> Orientierungspraktikum in einer vollstationären oder teilstationären Pflegeeinrichtung, mit einem Umfang von mindestens 40 Stunden oder einschlägige Berufserfahrung.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Anwenderkenntnisse wünschenswert.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit der cpi consulting + training GmbH und dem Kostenträger möglich.</p>",bildungsanbieter,not sent,https://www.cpi.de/gesundheit-pflege/seniorenbetreuer-interkulturelle-kompetenzen-betreuungskraft-53b/?utm_campaign=weiterbildung&utm_source=kursnet
"Kaufmann, Kauffrau für Büromanagement - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-bueromanagement/?utm_campaign=weiterbildung&utm_source=kursnet
Nachprüfungsvorbereitung der Umschulung Masseurin und medizinischer Bademeister (w/m/d),WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-masseur-bademeister/
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Grundkompetenzen: Deutsch 2,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_grundkompetenzen/
Vorbereitung auf eine IT-Umschulung - Schwerpunkt: Sprachfestigung auf Englisch B1-Niveau + IT-Facherprobung in einem Grundlagenfach Fachinformatiker,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Sprachkenntnisse auf dem Niveau Englisch A2 und Deutsch B2.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-S-4009-1
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Basis,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,beratung@bfz.de,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p>",bildungsanbieter,not sent,https://www.bfz.de/r/ibb?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-X-4412-1
Personaldienstleistungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-personaldienstleistungskaufmann-personaldienstleistungskauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine IT-Umschulung - Intensiver Grundlagenaufbau und Vorbereitung der IT-Grundlagenfächer,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-E-4002-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-E-4002-2
Tourismuskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-tourismuskauffrau-tourimuskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitungskurs kaufmännische / betriebswirtschaftliche Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den kaufmännichen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-kaufmaennische-umschulung/?utm_campaign=weiterbildung&utm_source=kursnet
Betreuungskraft nach §43b und §53b SGB XI,TÜV Rheinland Akademie GmbH I,servicecenter@de.tuv.com,<p>Es werden für diese Maßnahme das Interesse und die Eignung für Gesundheits- und Pflegeberufe sowie ein Orientierungspraktikum oder andere spezifische Berufserfahrung vorausgesetzt.</p>,bildungsanbieter,not sent,https://kurse.tuv.com/weiterbildung/ausbildung-betreuungskraft-43b-53b-sgb-xi?wt_mc=DE25_A06_MYNOW_EL_Textlink_&cpid=DE25_A06_MYNOW_EL&utm_medium=Textlink&utm_source=Externallink&utm_id=DE25_A06_MYNOW_EL&utm_content=Textlink_&utm_campaign=mynow&utm_term=NonPaid
Vorbereitung auf eine IT-Umschulung - mit einem wesentlichen FISI-Hauptfach,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4007-1
Prüfungsvorbereitung Theorie für Elektroberufe,TÜV Rheinland Akademie GmbH I,servicecenter@de.tuv.com,"<p>Voraussetzung für die Teilnahme an der Prüfungsvorbereitung, ist der vorherige Besuch entsprechender Ausbildung/Umschulung im Bereich Elektronik/Elektrotechnik.</p>",bildungsanbieter,not sent,https://kurse.tuv.com/weiterbildung/pruefungsvorbereitung-theorie-elektroberufe?wt_mc=DE25_A06_MYNOW_EL_Textlink_&cpid=DE25_A06_MYNOW_EL&utm_medium=Textlink&utm_source=Externallink&utm_id=DE25_A06_MYNOW_EL&utm_content=Textlink_&utm_campaign=mynow&utm_term=NonPaid
